subject,z1,z2,p1,ce
22,116.95906432748538,0.0,0.1,6.432748538011696
23,116.95906432748538,0.0,0.1,16.95906432748538
25,116.95906432748538,0.0,0.1,18.128654970760238
26,116.95906432748538,0.0,0.1,6.432748538011696
27,116.95906432748538,0.0,0.1,11.11111111111111
28,116.95906432748538,0.0,0.1,23.976608187134502
29,116.95906432748538,0.0,0.1,2.9239766081871346
30,116.95906432748538,0.0,0.1,11.11111111111111
32,116.95906432748538,0.0,0.1,4.093567251461988
33,116.95906432748538,0.0,0.1,18.128654970760238
34,116.95906432748538,0.0,0.1,15.789473684210527
35,116.95906432748538,0.0,0.1,13.45029239766082
36,116.95906432748538,0.0,0.1,11.11111111111111
37,116.95906432748538,0.0,0.1,6.432748538011696
39,116.95906432748538,0.0,0.1,12.280701754385966
40,116.95906432748538,0.0,0.1,4.093567251461988
41,116.95906432748538,0.0,0.1,23.976608187134502
42,116.95906432748538,0.0,0.1,22.80701754385965
43,116.95906432748538,0.0,0.1,5.2631578947368425
44,116.95906432748538,0.0,0.1,5.2631578947368425
45,116.95906432748538,0.0,0.1,16.95906432748538
46,116.95906432748538,0.0,0.1,13.45029239766082
47,116.95906432748538,0.0,0.1,20.46783625730994
50,116.95906432748538,0.0,0.1,11.11111111111111
52,116.95906432748538,0.0,0.1,8.771929824561404
54,116.95906432748538,0.0,0.1,7.60233918128655
55,116.95906432748538,0.0,0.1,12.280701754385966
56,116.95906432748538,0.0,0.1,6.432748538011696
57,116.95906432748538,0.0,0.1,5.2631578947368425
59,116.95906432748538,0.0,0.1,14.619883040935672
64,11.695906432748538,0.0,0.1,2.982456140350877
65,11.695906432748538,0.0,0.1,1.5789473684210529
66,11.695906432748538,0.0,0.1,1.3450292397660817
67,11.695906432748538,0.0,0.1,1.8128654970760236
68,11.695906432748538,0.0,0.1,2.39766081871345
69,11.695906432748538,0.0,0.1,1.9298245614035088
70,11.695906432748538,0.0,0.1,1.695906432748538
71,11.695906432748538,0.0,0.1,1.4619883040935673
72,11.695906432748538,0.0,0.1,2.39766081871345
73,11.695906432748538,0.0,0.1,2.39766081871345
74,11.695906432748538,0.0,0.1,2.16374269005848
75,11.695906432748538,0.0,0.1,2.39766081871345
76,11.695906432748538,0.0,0.1,2.7485380116959064
77,11.695906432748538,0.0,0.1,1.8128654970760236
78,11.695906432748538,0.0,0.1,2.39766081871345
79,11.695906432748538,0.0,0.1,1.2280701754385963
80,11.695906432748538,0.0,0.1,1.8128654970760236
81,11.695906432748538,0.0,0.1,2.39766081871345
83,11.695906432748538,0.0,0.1,2.39766081871345
84,11.695906432748538,0.0,0.1,1.8128654970760236
85,11.695906432748538,0.0,0.1,1.2280701754385963
86,11.695906432748538,0.0,0.1,1.3450292397660817
87,11.695906432748538,0.0,0.1,1.5789473684210529
88,11.695906432748538,0.0,0.1,2.39766081871345
89,11.695906432748538,0.0,0.1,0.5263157894736842
90,11.695906432748538,0.0,0.1,1.3450292397660817
91,11.695906432748538,0.0,0.1,1.9298245614035088
92,11.695906432748538,0.0,0.1,1.9298245614035088
93,11.695906432748538,0.0,0.1,1.8128654970760236
94,11.695906432748538,0.0,0.1,1.2280701754385963
96,11.695906432748538,0.0,0.1,2.514619883040936
97,11.695906432748538,0.0,0.1,1.9298245614035088
98,11.695906432748538,0.0,0.1,0.9941520467836256
99,11.695906432748538,0.0,0.1,1.9298245614035088
100,11.695906432748538,0.0,0.1,1.8128654970760236
101,11.695906432748538,0.0,0.1,2.39766081871345
102,11.695906432748538,0.0,0.1,1.3450292397660817
103,11.695906432748538,0.0,0.1,2.39766081871345
21,116.95906432748538,0.0,0.1,0.5847953216374269
24,116.95906432748538,0.0,0.1,0.5847953216374269
82,11.695906432748538,0.0,0.1,2.982456140350877
95,11.695906432748538,0.0,0.1,2.982456140350877
